order_id,order_date,customer_name,phone,sku,product_name,quantity,unit_price,line_total,source_file,source_row,raw_product_name
ORD-10030,2026-07-16,Hana Nugroho,+6281322999725,DSP45,Deterjen Segar Pagi 450g,6,15500,93000,orders_july.csv,31,DETERJEN SEGAR PAGI 450G
ORD-10031,2026-07-23,Maya Utami,,DSP45,Deterjen Segar Pagi 450g,7,15500,108500,orders_july.csv,32,Deterjen   Segar   Pagi   450g
ORD-10032,2026-07-18,Putri Lestari,+6286790731747,KD001,Kopi Pagi 200g,5,28000,140000,orders_july.csv,33,Kopi Pagi 200g
ORD-10033,2026-07-02,Sari Pratama,+6284327000498,MDD1L,Minyak Dapur Desa 1L,3,19000,57000,orders_july.csv,34,Minyak Dapur Desa 1L
ORD-10035,2026-07-18,Laras Saputra,+6289581901953,SH080,Sabun Harum 80g,4,6500,26000,orders_july.csv,36,Sabun Harum 80g
ORD-10036,2026-07-15,Eka Hidayat,+6284878712110,MDD1L,Minyak Dapur Desa 1L,6,19000,114000,orders_july.csv,37,Minyak Dapur Desa 1L
ORD-10037,2026-07-08,Laras Rahma,,BR120,Biskuit Rimba 120g,8,12000,96000,orders_july.csv,38,Biskuit   Rimba   120g
ORD-10040,2026-08-16,Hana Putra,+6287350694924,BR120,Biskuit Rimba 120g,2,12000,24000,orders_july.csv,41,Biskuit Rimba 120g
ORD-10041,2026-07-24,Putri Wulandari,+6288819652450,DSP45,Deterjen Segar Pagi 450g,5,15500,77500,orders_july.csv,42,Deterjen Segar Pagi 450g
ORD-10042,2026-08-29,Dimas Utami,+6288103956269,MDD1L,Minyak Dapur Desa 1L,6,19000,114000,orders_july.csv,43,Minyak Dapur Desa 1L
ORD-10043,2026-08-08,Ayu Hidayat,+6289157008926,MGP01,Mi Gurih Pedas,4,3800,15200,orders_july.csv,44,Mi   Gurih   Pedas
ORD-10045,2026-07-24,Nanda Lestari,+6284657349563,MGP01,Mi Gurih Pedas,2,3800,7600,orders_july.csv,46,Mi Gurih Pedas
ORD-10046,2026-07-07,Eka Wulandari,+6289147159622,SPC25,Sereal Pagi Ceria 250g,5,24000,120000,orders_july.csv,47,Sereal Pagi Ceria 250g
ORD-10047,2026-07-21,Putri Nugroho,+6289307457539,KD001,Kopi Pagi 200g,7,28000,196000,orders_july.csv,48,Kopi Pagi 200g
ORD-10048,2026-08-26,Maya Putra,+6280361888517,DSP45,Deterjen Segar Pagi 450g,5,15500,77500,orders_july.csv,49,Deterjen Segar Pagi 450g
ORD-10049,2026-08-09,Raka Pratama,+6285425494156,DSP45,Deterjen Segar Pagi 450g,4,15500,62000,orders_july.csv,50,Deterjen   Segar   Pagi   450g
ORD-10051,2026-07-05,Galih Saputra,+6285906578746,TS025,Teh Senja 25 Sachet,1,17000,17000,orders_july.csv,52,Teh Senja 25 Sachet
ORD-10053,2026-08-13,Citra Lestari,+6284257740693,WG110,Wafer Gembira 110g,4,9500,38000,orders_july.csv,54,Wafer   Gembira   110g
ORD-10054,2026-07-28,Galih Santoso,+6286012856454,KRC10,Keripik Renyah Cabe 100g,7,11000,77000,orders_july.csv,55,sabun
ORD-10057,2026-08-17,Eka Nugroho,+6284397571974,MGP01,Mi Gurih Pedas,4,3800,15200,orders_july.csv,58,Mi   Gurih   Pedas
ORD-10058,2026-07-19,Bima Utami,+6284839026718,MGA01,Mi Gurih Ayam,6,3500,21000,orders_july.csv,59,Produk Misterius
ORD-10060,2026-07-30,Jihan Nugroho,+6286882139400,DSP45,Deterjen Segar Pagi 450g,7,15500,108500,orders_july.csv,61,deterjen segar pagi 450g
ORD-10061,2026-07-26,Laras Nugroho,+6288674551455,DSP45,Deterjen Segar Pagi 450g,5,15500,77500,orders_july.csv,62,Deterjen Segar Pagi 450g
ORD-10063,2026-07-25,Oki Putra,+6281397679032,SPC25,Sereal Pagi Ceria 250g,5,24000,120000,orders_july.csv,64,Sereal   Pagi   Ceria   250g
ORD-10064,2026-07-19,Dimas Santoso,+6280690697264,TS025,Teh Senja 25 Sachet,2,17000,34000,orders_july.csv,65,TEH SENJA 25 SACHET
ORD-10066,2026-08-02,Ayu Rahma,+6287253324444,SH080,Sabun Harum 80g,7,6500,45500,orders_july.csv,67,Sabun Harum 80g
ORD-10068,2026-08-26,Vina Pratama,+6285648797523,MDD1L,Minyak Dapur Desa 1L,7,19000,133000,orders_july.csv,69,minyak dapur desa 1l
ORD-10069,2026-07-11,Farah Lestari,+6280322983542,MGP01,Mi Gurih Pedas,6,3800,22800,orders_july.csv,70,mi gurih pedas
ORD-10071,2026-08-03,Vina Putra,+6286899857438,MGA01,Mi Gurih Ayam,4,3500,14000,orders_july.csv,72,Mi Gurih Ayam
ORD-10073,2026-08-18,Laras Santoso,+6287014868452,KD001,Kopi Pagi 200g,6,28000,168000,orders_july.csv,74,Kopi Pagi 200g
ORD-10074,2026-08-24,Maya Rahma,+6281070009231,DSP45,Deterjen Segar Pagi 450g,1,15500,15500,orders_july.csv,75,Deterjen Segar Pagi 450g
ORD-10076,2026-07-08,Ayu Nugroho,+6286345940155,MGP01,Mi Gurih Pedas,1,3800,3800,orders_july.csv,77,Mi Gurih Pedas
ORD-10077,2026-07-25,Oki Nugroho,+6281335476381,MGP01,Mi Gurih Pedas,1,3800,3800,orders_july.csv,78,Mi Gurih Pedas
ORD-10080,2026-08-13,Vina Putra,+6287918152232,SKR80,Susu Kotak Rasa 180ml,8,7000,56000,orders_july.csv,81,Susu Kotak Rasa 180ml
ORD-10081,2026-07-16,Kiki Utami,+6282487338490,BR120,Biskuit Rimba 120g,1,12000,12000,orders_july.csv,82,biskuit rimba 120g
ORD-10082,2026-07-15,Oki Santoso,,KD001,Kopi Pagi 200g,3,28000,84000,orders_july.csv,83,KOPI PAGI 200G
ORD-10083,2026-07-11,Tio Utami,,MDD1L,Minyak Dapur Desa 1L,4,19000,76000,orders_july.csv,84,minyak dapur desa 1l
ORD-10084,2026-07-25,Jihan Wulandari,+6282428982301,SKR80,Susu Kotak Rasa 180ml,3,7000,21000,orders_july.csv,85,SUSU KOTAK RASA 180ML
ORD-10085,2026-07-22,Tio Wulandari,+6289053008127,WG110,Wafer Gembira 110g,2,9500,19000,orders_july.csv,86,WAFER GEMBIRA 110G
ORD-10086,2026-07-14,Dimas Santoso,+6289337398886,BR120,Biskuit Rimba 120g,1,12000,12000,orders_july.csv,87,Produk Misterius
ORD-10088,2026-07-10,Ayu Hidayat,+6285413176620,MGA01,Mi Gurih Ayam,2,3500,7000,orders_july.csv,89,Mi   Gurih   Ayam
ORD-10089,2026-08-05,Vina Saputra,+6283307717659,MGA01,Mi Gurih Ayam,3,3500,10500,orders_july.csv,90,Mie Gurih Ayam
ORD-10090,2026-08-07,Citra Rahma,+6287700107329,BR120,Biskuit Rimba 120g,6,12000,72000,orders_july.csv,91,sabun
ORD-10091,2026-08-25,Bima Putra,+6287747638333,MDD1L,Minyak Dapur Desa 1L,6,19000,114000,orders_july.csv,92,MINYAK DAPUR DESA 1L
ORD-10092,2026-07-30,Tio Rahma,+6281505030766,KD001,Kopi Pagi 200g,7,28000,196000,orders_july.csv,93,Kopi Pagi 200g
ORD-10093,2026-08-08,Tio Santoso,+6287206908966,SH080,Sabun Harum 80g,5,6500,32500,orders_july.csv,94,SABUN HARUM 80G
ORD-10095,2026-07-24,Raka Rahma,+6289236649900,TS025,Teh Senja 25 Sachet,7,17000,119000,orders_july.csv,96,Teh Senja 25 Sachet
ORD-10096,2026-08-11,Vina Santoso,,KRC10,Keripik Renyah Cabe 100g,2,11000,22000,orders_july.csv,97,keripik renyah cabe 100g
ORD-10099,2026-08-17,Sari Santoso,+6283806373743,TS025,Teh Senja 25 Sachet,5,17000,85000,orders_july.csv,100,TEH SENJA 25 SACHET
ORD-10101,2026-07-20,Jihan Utami,+6288580231738,SH080,Sabun Harum 80g,7,6500,45500,orders_july.csv,102,sabun harum 80g
ORD-10103,2026-08-23,Putri Wulandari,+6284407225612,WG110,Wafer Gembira 110g,8,9500,76000,orders_july.csv,104,Wafer Gembira 110g
ORD-10104,2026-08-29,Putri Saputra,+6285049910452,BR120,Biskuit Rimba 120g,1,12000,12000,orders_july.csv,105,Biskuit Rimba 120g
ORD-10105,2026-08-11,Farah Putra,+6283409073970,MGP01,Mi Gurih Pedas,7,3800,26600,orders_july.csv,106,mi gurih pedas
ORD-10107,2026-07-31,Citra Pratama,+6284242099438,MDD1L,Minyak Dapur Desa 1L,7,19000,133000,orders_july.csv,108,MINYAK DAPUR DESA 1L
ORD-10108,2026-07-02,Indra Hidayat,+6280276982886,BR120,Biskuit Rimba 120g,5,12000,60000,orders_july.csv,109,Biskuit Rimba 120g
ORD-10109,2026-08-20,Raka Nugroho,+6285080808816,SKR80,Susu Kotak Rasa 180ml,7,7000,49000,orders_july.csv,110,Susu Kotak Rasa 180ml
ORD-10111,2026-07-21,Bima Utami,,KD001,Kopi Pagi 200g,7,28000,196000,orders_july.csv,112,KOPI PAGI 200G
ORD-10112,2026-08-06,Vina Putra,+6287798514456,SH080,Sabun Harum 80g,2,6500,13000,orders_july.csv,113,sabun harum 80g
ORD-10113,2026-07-12,Oki Putra,+6288973302640,SPC25,Sereal Pagi Ceria 250g,5,24000,120000,orders_july.csv,114,Sereal Pagi Ceria 250g
ORD-10114,2026-08-25,Raka Wulandari,+6287148417334,BR120,Biskuit Rimba 120g,4,12000,48000,orders_july.csv,115,susu kotak
ORD-10115,2026-08-23,Dimas Pratama,+6284384763782,KRC10,Keripik Renyah Cabe 100g,5,11000,55000,orders_july.csv,116,Produk Misterius
ORD-10116,2026-07-22,Sari Lestari,+6282691537002,BR120,Biskuit Rimba 120g,1,12000,12000,orders_july.csv,117,biskuit rimba 120g
ORD-10118,2026-08-12,Dimas Saputra,+6284084182636,MDD1L,Minyak Dapur Desa 1L,7,19000,133000,orders_july.csv,119,Minyak Dapur Desa 1L
ORD-10120,2026-08-07,Bima Santoso,+6289197100727,MGP01,Mi Gurih Pedas,4,3800,15200,orders_july.csv,121,Mi Gurih Pedas
ORD-10121,2026-08-20,Hana Rahma,+6280372767635,MGA01,Mi Gurih Ayam,6,3500,21000,orders_july.csv,122,Mi   Gurih   Ayam
ORD-10123,2026-07-14,Vina Wulandari,+6281842804531,MDD1L,Minyak Dapur Desa 1L,1,19000,19000,orders_july.csv,124,Minyak Dapur Desa 1L
ORD-10124,2026-07-04,Oki Hidayat,+6281300051862,TS025,Teh Senja 25 Sachet,8,17000,136000,orders_july.csv,125,Teh Senja 25s
ORD-10125,2026-07-05,Jihan Utami,+6286255978179,KRC10,Keripik Renyah Cabe 100g,1,11000,11000,orders_july.csv,126,keripik renyah cabe 100g
ORD-10126,2026-07-20,Oki Hidayat,+6280594014876,KD001,Kopi Pagi 200g,5,28000,140000,orders_july.csv,127,kopi pagi 200g
ORD-10127,2026-07-10,Citra Utami,+6285965015078,KRC10,Keripik Renyah Cabe 100g,6,11000,66000,orders_july.csv,128,Keripik Renyah Cabe 100g
ORD-10128,2026-08-24,Ayu Saputra,+6288511247477,WG110,Wafer Gembira 110g,3,9500,28500,orders_july.csv,129,wafer gembira 110g
ORD-10129,2026-07-24,Hana Hidayat,,MDD1L,Minyak Dapur Desa 1L,1,19000,19000,orders_july.csv,130,minyak dapur desa 1l
ORD-10130,2026-07-14,Oki Wulandari,+6283044990248,MGP01,Mi Gurih Pedas,3,3800,11400,orders_july.csv,131,Mi Gurih Pedas
ORD-10131,2026-08-02,Laras Pratama,+6288715968099,MGP01,Mi Gurih Pedas,2,3800,7600,orders_july.csv,132,Mi   Gurih   Pedas
ORD-10133,2026-07-29,Galih Pratama,+6286783280773,MDD1L,Minyak Dapur Desa 1L,5,19000,95000,orders_july.csv,134,Minyak Dapur Desa 1L
ORD-10135,2026-07-27,Eka Lestari,+6285092385100,MGA01,Mi Gurih Ayam,2,3500,7000,orders_july.csv,136,MI GURIH AYAM
ORD-10137,2026-07-16,Kiki Lestari,+6285012872052,SKR80,Susu Kotak Rasa 180ml,7,7000,49000,orders_july.csv,138,Susu Kotak Rasa 180ml
ORD-10138,2026-07-14,Vina Rahma,+6283453990985,SPC25,Sereal Pagi Ceria 250g,5,24000,120000,orders_july.csv,139,SEREAL PAGI CERIA 250G
ORD-10139,2026-07-26,Putri Rahma,+6281459659815,TS025,Teh Senja 25 Sachet,3,17000,51000,orders_july.csv,140,Teh Senja 25 Sachet
ORD-10140,2026-08-19,Putri Wulandari,+6289833036315,MGP01,Mi Gurih Pedas,8,3800,30400,orders_july.csv,141,MI GURIH PEDAS
ORD-10141,2026-08-03,Sari Pratama,+6289516816970,SPC25,Sereal Pagi Ceria 250g,4,24000,96000,orders_july.csv,142,sereal pagi ceria 250g
ORD-10142,2026-07-05,Putri Wulandari,+6284936991653,KRC10,Keripik Renyah Cabe 100g,3,11000,33000,orders_july.csv,143,Keripik Renyah Cabe 100g
ORD-10144,2026-08-13,Ayu Saputra,+6288123853660,KRC10,Keripik Renyah Cabe 100g,3,11000,33000,orders_july.csv,145,keripik renyah cabe 100g
ORD-10145,2026-07-12,Maya Pratama,+6281853752201,TS025,Teh Senja 25 Sachet,2,17000,34000,orders_july.csv,146,Teh Senja 25 Sachet
ORD-10146,2026-07-03,Bima Rahma,+6281787983142,MGA01,Mi Gurih Ayam,8,3500,28000,orders_july.csv,147,Mi   Gurih   Ayam
ORD-10148,2026-07-30,Vina Rahma,+6286878238969,SKR80,Susu Kotak Rasa 180ml,6,7000,42000,orders_july.csv,149,Susu Kotak Rasa 180ml
ORD-10149,2026-07-12,Laras Putra,+6288738840101,KRC10,Keripik Renyah Cabe 100g,3,11000,33000,orders_july.csv,150,susu kotak
ORD-10150,2026-07-02,Kiki Lestari,,KD001,Kopi Pagi 200g,8,28000,224000,orders_july.csv,151,Kopi Pagi 200g
ORD-10151,2026-08-14,Citra Rahma,,SH080,Sabun Harum 80g,2,6500,13000,orders_july.csv,152,Sabun Harum 80g
ORD-10152,2026-07-27,Bima Nugroho,+6283923865476,KRC10,Keripik Renyah Cabe 100g,7,11000,77000,orders_july.csv,153,Keripik   Renyah   Cabe   100g
ORD-10153,2026-07-28,Bima Utami,+6280150854551,SPC25,Sereal Pagi Ceria 250g,7,24000,168000,orders_july.csv,154,Sereal Pagi Ceria 250g
ORD-10154,2026-07-28,Eka Hidayat,+6287442590499,SKR80,Susu Kotak Rasa 180ml,2,7000,14000,orders_july.csv,155,SUSU KOTAK RASA 180ML
ORD-10155,2026-08-03,Tio Rahma,+6284930640005,WG110,Wafer Gembira 110g,4,9500,38000,orders_july.csv,156,Wafer Gembira 110g
ORD-10156,2026-08-17,Citra Rahma,+6283280029423,KD001,Kopi Pagi 200g,5,28000,140000,orders_july.csv,157,Kopi   Pagi   200g
ORD-10157,2026-07-18,Hana Santoso,+6281794721915,MGP01,Mi Gurih Pedas,4,3800,15200,orders_july.csv,158,Mi Gurih Pedas
ORD-10158,2026-07-03,Sari Hidayat,+6280887644906,SKR80,Susu Kotak Rasa 180ml,4,7000,28000,orders_july.csv,159,Susu Kotak Rasa 180ml
ORD-10159,2026-07-24,Sari Utami,+6288526082457,SKR80,Susu Kotak Rasa 180ml,3,7000,21000,orders_july.csv,160,Susu Kotak Rasa 180ml
ORD-10161,2026-07-29,Putri Hidayat,+6282757041986,KD001,Kopi Pagi 200g,4,28000,112000,orders_july.csv,162,Kopi Pagi 200g
ORD-10163,2026-08-06,Kiki Putra,+6282682702087,BR120,Biskuit Rimba 120g,5,12000,60000,orders_july.csv,164,Biskuit Rimba 120g
ORD-10164,2026-07-16,Tio Wulandari,+6286783378511,WG110,Wafer Gembira 110g,8,9500,76000,orders_july.csv,165,Wafer Gembira
ORD-10165,2026-07-05,Citra Utami,+6286883709993,KD001,Kopi Pagi 200g,5,28000,140000,orders_july.csv,166,KOPI PAGI 200G
ORD-10166,2026-08-22,Kiki Wulandari,,DSP45,Deterjen Segar Pagi 450g,1,15500,15500,orders_july.csv,167,Deterjen Segar Pagi 450g
ORD-10168,2026-07-23,Farah Santoso,+6289015533427,MGP01,Mi Gurih Pedas,5,3800,19000,orders_july.csv,169,Mi   Gurih   Pedas
ORD-10169,2026-08-05,Raka Lestari,+6284716966478,MGP01,Mi Gurih Pedas,5,3800,19000,orders_july.csv,170,mi gurih pedas
ORD-10170,2026-08-14,Dimas Putra,+6289797868497,KD001,Kopi Pagi 200g,5,28000,140000,orders_july.csv,171,Kopi Pagi 200g
ORD-10171,2026-07-28,Eka Saputra,+6288563715379,KD001,Kopi Pagi 200g,7,28000,196000,orders_july.csv,172,Kopi Pagi 200g
ORD-10173,2026-07-24,Kiki Rahma,+6289224256547,KRC10,Keripik Renyah Cabe 100g,5,11000,55000,orders_july.csv,174,Keripik Renyah Cabe 100g
ORD-10174,2026-08-28,Galih Saputra,,WG110,Wafer Gembira 110g,3,9500,28500,orders_july.csv,175,wafer gembira 110g
ORD-10175,2026-07-28,Maya Hidayat,+6289333454692,WG110,Wafer Gembira 110g,1,9500,9500,orders_july.csv,176,Wafer Gembira 110g
ORD-10176,2026-07-16,Vina Utami,+6287012206757,DSP45,Deterjen Segar Pagi 450g,5,15500,77500,orders_july.csv,177,DETERJEN SEGAR PAGI 450G
ORD-10177,2026-07-05,Farah Utami,+6284090888037,WG110,Wafer Gembira 110g,5,9500,47500,orders_july.csv,178,Produk Misterius
ORD-10178,2026-07-22,Jihan Rahma,,TS025,Teh Senja 25 Sachet,3,17000,51000,orders_july.csv,179,Teh Senja 25s
ORD-10179,2026-08-19,Maya Rahma,+6287149371285,KRC10,Keripik Renyah Cabe 100g,3,11000,33000,orders_july.csv,180,Keripik Renyah Cabe 100g
ORD-10180,2026-07-05,Galih Lestari,+6288269125082,SKR80,Susu Kotak Rasa 180ml,4,7000,28000,orders_july.csv,181,Susu Kotak Rasa 180ml
ORD-10181,2026-08-01,Raka Putra,+6289678092606,MGA01,Mi Gurih Ayam,5,3500,17500,orders_july.csv,182,Mi Gurih Ayam
ORD-10183,2026-08-14,Oki Putra,+6282651842287,SPC25,Sereal Pagi Ceria 250g,3,24000,72000,orders_july.csv,184,Sereal Pagi Ceria 250g
ORD-10184,2026-07-13,Oki Hidayat,+6281619852350,KRC10,Keripik Renyah Cabe 100g,2,11000,22000,orders_july.csv,185,KERIPIK RENYAH CABE 100G
ORD-10185,2026-07-11,Citra Santoso,+6283314902679,SPC25,Sereal Pagi Ceria 250g,6,24000,144000,orders_july.csv,186,Sereal Pagi Ceria 250g
ORD-10187,2026-07-21,Nanda Pratama,+6281501868508,SPC25,Sereal Pagi Ceria 250g,1,24000,24000,orders_july.csv,188,Sereal Pagi Ceria 250g
ORD-10190,2026-08-26,Dimas Putra,+6282248885684,SPC25,Sereal Pagi Ceria 250g,6,24000,144000,orders_july.csv,191,Sereal Pagi Ceria 250g
ORD-10191,2026-07-16,Farah Hidayat,+6280077270883,MGA01,Mi Gurih Ayam,3,3500,10500,orders_july.csv,192,MI GURIH AYAM
ORD-10193,2026-07-10,Sari Nugroho,+6285034077924,TS025,Teh Senja 25 Sachet,7,17000,119000,orders_july.csv,194,Teh Senja 25 Sachet
ORD-10194,2026-08-24,Dimas Saputra,+6287360116001,MGP01,Mi Gurih Pedas,2,3800,7600,orders_july.csv,195,Mi Gurih Pedas
ORD-10196,2026-08-19,Maya Nugroho,+6285279900677,BR120,Biskuit Rimba 120g,2,12000,24000,orders_july.csv,197,Biskuit   Rimba   120g
ORD-10197,2026-07-25,Indra Pratama,+6289049287983,KD001,Kopi Pagi 200g,5,28000,140000,orders_july.csv,198,Kopi Pagi 200g
ORD-10198,2026-07-10,Ayu Nugroho,+6286835771800,KRC10,Keripik Renyah Cabe 100g,7,11000,77000,orders_july.csv,199,Keripik Renyah Cabe 100g
ORD-10200,2026-08-02,Eka Pratama,+6284352628981,WG110,Wafer Gembira 110g,8,9500,76000,orders_july.csv,201,WAFER GEMBIRA 110G
ORD-10202,2026-07-22,Farah Lestari,+6289049075770,KD001,Kopi Pagi 200g,1,28000,28000,orders_july.csv,203,Kopi Pagi 200g
ORD-10203,2026-07-22,Citra Santoso,+6283343965697,MDD1L,Minyak Dapur Desa 1L,4,19000,76000,orders_july.csv,204,Minyak Dapur Desa 1L
ORD-10204,2026-07-19,Vina Putra,+6287740872558,DSP45,Deterjen Segar Pagi 450g,6,15500,93000,orders_july.csv,205,DETERJEN SEGAR PAGI 450G
ORD-10205,2026-08-24,Bima Wulandari,+6287196366767,WG110,Wafer Gembira 110g,4,9500,38000,orders_july.csv,206,Wafer Gembira
ORD-10207,2026-07-06,Tio Santoso,+6281385308395,KD001,Kopi Pagi 200g,6,28000,168000,orders_july.csv,208,Kopi Pagi 200g
ORD-10208,2026-07-26,Tio Putra,+6288695539176,BR120,Biskuit Rimba 120g,5,12000,60000,orders_july.csv,209,BISKUIT RIMBA 120G
ORD-10209,2026-08-03,Jihan Saputra,+6288310757486,DSP45,Deterjen Segar Pagi 450g,4,15500,62000,orders_july.csv,210,DETERJEN SEGAR PAGI 450G
ORD-10211,2026-07-22,Farah Wulandari,+6283548231090,KD001,Kopi Pagi 200g,1,28000,28000,orders_july.csv,212,Kopi Pagi 200g
ORD-10212,2026-07-14,Bima Nugroho,+6285311136399,SPC25,Sereal Pagi Ceria 250g,6,24000,144000,orders_july.csv,213,Sereal Pagi Ceria 250g
ORD-10213,2026-07-07,Oki Pratama,+6284172454037,MGP01,Mi Gurih Pedas,6,3800,22800,orders_july.csv,214,Mi Gurih Pedas
ORD-10214,2026-08-17,Galih Wulandari,+6284774239565,MGA01,Mi Gurih Ayam,5,3500,17500,orders_july.csv,215,Mi Gurih Ayam
ORD-10216,2026-07-25,Laras Rahma,+6288509371008,DSP45,Deterjen Segar Pagi 450g,7,15500,108500,orders_august.csv,2,Deterjen Segar Pagi 450g
ORD-10217,2026-07-09,Galih Saputra,+6282100972718,SPC25,Sereal Pagi Ceria 250g,4,24000,96000,orders_august.csv,3,Sereal   Pagi   Ceria   250g
ORD-10218,2026-07-30,Jihan Santoso,+6282067037259,SPC25,Sereal Pagi Ceria 250g,6,24000,144000,orders_august.csv,4,Sereal Pagi Ceria 250g
ORD-10219,2026-07-24,Maya Saputra,+6288522821674,MGP01,Mi Gurih Pedas,5,3800,19000,orders_august.csv,5,Mi Gurih Pedas
ORD-10221,2026-07-25,Eka Utami,+6286610032652,DSP45,Deterjen Segar Pagi 450g,2,15500,31000,orders_august.csv,7,sabun
ORD-10222,2026-08-29,Citra Utami,,MDD1L,Minyak Dapur Desa 1L,5,19000,95000,orders_august.csv,8,minyak dapur desa 1l
ORD-10223,2026-07-25,Raka Saputra,+6286701224647,SPC25,Sereal Pagi Ceria 250g,2,24000,48000,orders_august.csv,9,Sereal Pagi Ceria 250g
ORD-10224,2026-08-27,Oki Lestari,+6286884308929,DSP45,Deterjen Segar Pagi 450g,8,15500,124000,orders_august.csv,10,Deterjen Segar Pagi 450g
ORD-10225,2026-07-05,Bima Hidayat,+6287547559671,MDD1L,Minyak Dapur Desa 1L,4,19000,76000,orders_august.csv,11,Minyak   Dapur   Desa   1L
ORD-10226,2026-07-27,Kiki Rahma,+6288724557572,BR120,Biskuit Rimba 120g,8,12000,96000,orders_august.csv,12,Biskuit   Rimba   120g
ORD-10228,2026-07-16,Indra Hidayat,+6287409038468,SPC25,Sereal Pagi Ceria 250g,1,24000,24000,orders_august.csv,14,Produk Misterius
ORD-10229,2026-07-17,Putri Santoso,+6288126199815,DSP45,Deterjen Segar Pagi 450g,4,15500,62000,orders_august.csv,15,Deterjen Segar Pagi 450g
ORD-10230,2026-08-21,Nanda Rahma,+6288149113410,MDD1L,Minyak Dapur Desa 1L,1,19000,19000,orders_august.csv,16,Minyak Dapur Desa 1L
ORD-10231,2026-08-06,Nanda Rahma,+6287794225280,KD001,Kopi Pagi 200g,1,28000,28000,orders_august.csv,17,Kopi Pagi 200g
ORD-10232,2026-08-14,Oki Santoso,+6289501468185,SH080,Sabun Harum 80g,1,6500,6500,orders_august.csv,18,Sabun Harum 80g
ORD-10233,2026-08-30,Laras Nugroho,+6289231746973,SPC25,Sereal Pagi Ceria 250g,6,24000,144000,orders_august.csv,19,Sereal Pagi Ceria 250g
